instance,arm,run_seed,sol_id,att_default,sumo_seed,att
J_k9_6od_x1.0,none,8,S038,362.95866666666666,101,375.324
J_k9_6od_x1.0,none,8,S038,362.95866666666666,102,364.114
J_k9_6od_x1.0,none,8,S038,362.95866666666666,103,351.54266666666666
J_k9_6od_x1.0,none,8,S038,362.95866666666666,104,355.53066666666666
J_k9_6od_x1.0,none,8,S038,362.95866666666666,105,393.0853333333333
J_k9_6od_x1.0,none,8,S038,362.95866666666666,106,343.95933333333335
J_k9_6od_x1.0,none,8,S038,362.95866666666666,107,372.42466666666667
J_k9_6od_x1.0,none,8,S038,362.95866666666666,108,352.69466666666665
J_k9_6od_x1.0,none,8,S038,362.95866666666666,109,348.63
J_k9_6od_x1.0,none,8,S038,362.95866666666666,110,354.4166666666667
J_k9_6od_x1.0,none,9,S039,364.726,101,393.1693333333333
J_k9_6od_x1.0,none,9,S039,364.726,102,369.96666666666664
J_k9_6od_x1.0,none,9,S039,364.726,103,342.8546666666667
J_k9_6od_x1.0,none,9,S039,364.726,104,367.956
